Fragment,Count,Time (ms),Size (bytes)
Cross.list-subscriptions-json,5,0,0
Cross.list-subscriptions-xml,5,1,0
Cross.list-subscriptiontopics,5,0,0
Cross.list-subscriptiontopics-json,5,2,0
Cross.list-subscriptiontopics-xml,5,3,0
Cross.list-substancenucleicacids,5,0,0
Cross.list-substancenucleicacids-json,5,3,0
Cross.list-substancenucleicacids-xml,5,3,0
Cross.list-substancepolymers,5,0,0
Cross.list-substancepolymers-json,5,2,0
Cross.list-substancepolymers-xml,5,3,0
Cross.list-substanceproteins,5,0,0
Cross.list-substanceproteins-json,5,1,0
Cross.list-substanceproteins-xml,5,2,0
Cross.list-substancereferenceinformations,5,0,0
Cross.list-substancereferenceinformations-json,5,1,0
Cross.list-substancereferenceinformations-xml,5,1,0
Cross.list-substances,5,0,0
Cross.list-substances-json,5,1,0
Cross.list-substances-xml,5,2,0
Cross.list-substancesourcematerials,5,0,0
Cross.list-substancesourcematerials-json,5,0,0
Cross.list-substancesourcematerials-xml,5,0,0
Cross.list-substancespecifications,5,1,0
Cross.list-substancespecifications-json,5,3,0
Cross.list-substancespecifications-xml,5,3,0
Cross.list-supplydeliveries,5,1,0
Cross.list-supplydeliveries-json,5,2,0
Cross.list-supplydeliveries-xml,5,3,0
Cross.list-supplyrequests,5,0,0
Cross.list-supplyrequests-json,5,1,0
Cross.list-supplyrequests-xml,5,1,0
Cross.list-tasks,5,0,0
Cross.list-tasks-json,5,2,0
Cross.list-tasks-xml,5,2,0
Cross.list-terminologycapabilities,5,0,0
Cross.list-terminologycapabilities-json,5,0,0
Cross.list-terminologycapabilities-xml,5,0,0
Cross.list-testplans,5,0,0
Cross.list-testplans-json,5,3,0
Cross.list-testplans-xml,5,4,0
Cross.list-testreports,5,0,0
Cross.list-testreports-json,5,1,0
Cross.list-testreports-xml,5,2,0
Cross.list-testscripts,5,0,0
Cross.list-testscripts-json,5,0,0
Cross.list-testscripts-xml,5,2,0
Cross.list-valuesets,5,0,940
Cross.list-valuesets-json,5,0,965
Cross.list-valuesets-xml,5,1,960
Cross.list-verificationresults,5,0,0
Cross.list-verificationresults-json,5,0,0
Cross.list-verificationresults-xml,5,1,0
Cross.list-visionprescriptions,5,0,0
Cross.list-visionprescriptions-json,5,1,0
Cross.list-visionprescriptions-xml,5,1,0
Cross.maps,1060,7,218680
Cross.new-extensions,5,57,0
Cross.obligation-summary,5,0,375
Cross.related-igs-list,5,0,55
Cross.related-igs-table,5,0,0
Cross.summary-extensions,5,0,295
Cross.summary-observations,5,0,150
Cross.table-accounts,5,1,0
Cross.table-accounts-json,5,1,0
Cross.table-accounts-xml,5,1,0
Cross.table-activitydefinitions,5,0,0
Cross.table-activitydefinitions-json,5,0,0
Cross.table-activitydefinitions-xml,5,1,0
Cross.table-actordefinitions,5,0,0
Cross.table-actordefinitions-json,5,3,0
Cross.table-actordefinitions-xml,5,3,0
Cross.table-adverseevents,5,2,0
Cross.table-adverseevents-json,5,3,0
Cross.table-adverseevents-xml,5,4,0
Cross.table-allergyintolerances,5,1,0
Cross.table-allergyintolerances-json,5,2,0
Cross.table-allergyintolerances-xml,5,2,0
Cross.table-appointmentresponses,5,0,0
Cross.table-appointmentresponses-json,5,0,0
Cross.table-appointmentresponses-xml,5,2,0
Cross.table-appointments,5,4,0
Cross.table-appointments-json,5,4,0
Cross.table-appointments-xml,5,6,0
Cross.table-auditevents,5,0,0
Cross.table-auditevents-json,5,0,0
Cross.table-auditevents-xml,5,0,0
Cross.table-basics,5,0,0
Cross.table-basics-json,5,0,0
Cross.table-basics-xml,5,1,0
Cross.table-binaries,5,1,0
Cross.table-binaries-json,5,1,0
Cross.table-binaries-xml,5,2,0
Cross.table-biologicallyderivedproducts,5,3,0
Cross.table-biologicallyderivedproducts-json,5,3,0
Cross.table-biologicallyderivedproducts-xml,5,5,0
Cross.table-bodystructures,5,1,0
Cross.table-bodystructures-json,5,3,0
Cross.table-bodystructures-xml,5,3,0
Cross.table-bundles,5,1,0
Cross.table-bundles-json,5,1,0
Cross.table-bundles-xml,5,1,0
Cross.table-byid-accounts,5,2,0
Cross.table-byid-accounts-json,5,5,0
Cross.table-byid-accounts-xml,5,5,0
Cross.table-byid-activitydefinitions,5,2,0
Cross.table-byid-activitydefinitions-json,5,3,0
Cross.table-byid-activitydefinitions-xml,5,4,0
Cross.table-byid-actordefinitions,5,0,0
Cross.table-byid-actordefinitions-json,5,2,0
Cross.table-byid-actordefinitions-xml,5,2,0
Cross.table-byid-adverseevents,5,1,0
Cross.table-byid-adverseevents-json,5,2,0
Cross.table-byid-adverseevents-xml,5,3,0
Cross.table-byid-allergyintolerances,5,0,0
Cross.table-byid-allergyintolerances-json,5,0,0
Cross.table-byid-allergyintolerances-xml,5,1,0
Cross.table-byid-appointmentresponses,5,1,0
Cross.table-byid-appointmentresponses-json,5,1,0
Cross.table-byid-appointmentresponses-xml,5,1,0
Cross.table-byid-appointments,5,0,0
Cross.table-byid-appointments-json,5,0,0
Cross.table-byid-appointments-xml,5,1,0
Cross.table-byid-auditevents,5,3,0
Cross.table-byid-auditevents-json,5,3,0
Cross.table-byid-auditevents-xml,5,3,0
Cross.table-byid-basics,5,1,0
Cross.table-byid-basics-json,5,2,0
Cross.table-byid-basics-xml,5,4,0
Cross.table-byid-binaries,5,0,0
Cross.table-byid-binaries-json,5,2,0
Cross.table-byid-binaries-xml,5,2,0
Cross.table-byid-biologicallyderivedproducts,5,0,0
Cross.table-byid-biologicallyderivedproducts-json,5,2,0
Cross.table-byid-biologicallyderivedproducts-xml,5,2,0
Cross.table-byid-bodystructures,5,0,0
Cross.table-byid-bodystructures-json,5,2,0
Cross.table-byid-bodystructures-xml,5,3,0
Cross.table-byid-bundles,5,1,0
Cross.table-byid-bundles-json,5,4,0
Cross.table-byid-bundles-xml,5,4,0
Cross.table-byid-capabilitystatements,5,0,0
Cross.table-byid-capabilitystatements-json,5,2,0
Cross.table-byid-capabilitystatements-xml,5,5,0
Cross.table-byid-careplans,5,1,0
Cross.table-byid-careplans-json,5,4,0
Cross.table-byid-careplans-xml,5,4,0
Cross.table-byid-careteams,5,2,0
Cross.table-byid-careteams-json,5,3,0
Cross.table-byid-careteams-xml,5,3,0
Cross.table-byid-catalogentries,5,0,0
Cross.table-byid-catalogentries-json,5,1,0
Cross.table-byid-catalogentries-xml,5,2,0
Cross.table-byid-chargeitemdefinitions,5,0,0
Cross.table-byid-chargeitemdefinitions-json,5,0,0
Cross.table-byid-chargeitemdefinitions-xml,5,0,0
Cross.table-byid-chargeitems,5,1,0
Cross.table-byid-chargeitems-json,5,2,0
Cross.table-byid-chargeitems-xml,5,3,0
Cross.table-byid-claimresponses,5,0,0
Cross.table-byid-claimresponses-json,5,1,0
Cross.table-byid-claimresponses-xml,5,2,0
Cross.table-byid-claims,5,0,0
Cross.table-byid-claims-json,5,0,0
Cross.table-byid-claims-xml,5,0,0
Cross.table-byid-clinicalimpressions,5,0,0
Cross.table-byid-clinicalimpressions-json,5,1,0
Cross.table-byid-clinicalimpressions-xml,5,3,0
Cross.table-byid-codesystems,5,1,0
Cross.table-byid-codesystems-json,5,1,0
Cross.table-byid-codesystems-xml,5,3,0
Cross.table-byid-communicationrequests,5,0,0
Cross.table-byid-communicationrequests-json,5,3,0
Cross.table-byid-communicationrequests-xml,5,3,0
Cross.table-byid-communications,5,1,0
Cross.table-byid-communications-json,5,1,0
Cross.table-byid-communications-xml,5,2,0
Cross.table-byid-compartmentdefinitions,5,0,0
Cross.table-byid-compartmentdefinitions-json,5,1,0
Cross.table-byid-compartmentdefinitions-xml,5,1,0
Cross.table-byid-compositions,5,1,0
Cross.table-byid-compositions-json,5,2,0
Cross.table-byid-compositions-xml,5,2,0
Cross.table-byid-conceptmaps,5,2,0
Cross.table-byid-conceptmaps-json,5,2,0
Cross.table-byid-conceptmaps-xml,5,3,0
Cross.table-byid-conditions,5,1,0
Cross.table-byid-conditions-json,5,1,0
Cross.table-byid-conditions-xml,5,1,0
Cross.table-byid-consents,5,1,0
Cross.table-byid-consents-json,5,1,0
Cross.table-byid-consents-xml,5,1,0
Cross.table-byid-contracts,5,0,0
Cross.table-byid-contracts-json,5,0,0
Cross.table-byid-contracts-xml,5,1,0
Cross.table-byid-coverageeligibilityrequests,5,1,0
Cross.table-byid-coverageeligibilityrequests-json,5,2,0
Cross.table-byid-coverageeligibilityrequests-xml,5,2,0
Cross.table-byid-coverageeligibilityresponses,5,2,0
Cross.table-byid-coverageeligibilityresponses-json,5,2,0
Cross.table-byid-coverageeligibilityresponses-xml,5,2,0
Cross.table-byid-coverages,5,0,0
Cross.table-byid-coverages-json,5,2,0
Cross.table-byid-coverages-xml,5,3,0
Cross.table-byid-detectedissues,5,0,0
Cross.table-byid-detectedissues-json,5,0,0
Cross.table-byid-detectedissues-xml,5,0,0
Cross.table-byid-devicedefinitions,5,0,0
Cross.table-byid-devicedefinitions-json,5,0,0
Cross.table-byid-devicedefinitions-xml,5,2,0
Cross.table-byid-devicemetrics,5,0,0
Cross.table-byid-devicemetrics-json,5,1,0
Cross.table-byid-devicemetrics-xml,5,2,0
Cross.table-byid-devicerequests,5,2,0
Cross.table-byid-devicerequests-json,5,2,0
Cross.table-byid-devicerequests-xml,5,3,0
Cross.table-byid-devices,5,1,0
Cross.table-byid-devices-json,5,2,0
Cross.table-byid-devices-xml,5,4,0
Cross.table-byid-deviceusestatements,5,1,0
Cross.table-byid-deviceusestatements-json,5,2,0
Cross.table-byid-deviceusestatements-xml,5,5,0
Cross.table-byid-diagnosticreports,5,1,0
Cross.table-byid-diagnosticreports-json,5,2,0
Cross.table-byid-diagnosticreports-xml,5,2,0
Cross.table-byid-documentmanifests,5,3,0
Cross.table-byid-documentmanifests-json,5,4,0
Cross.table-byid-documentmanifests-xml,5,5,0
Cross.table-byid-documentreferences,5,1,0
Cross.table-byid-documentreferences-json,5,2,0
Cross.table-byid-documentreferences-xml,5,2,0
Cross.table-byid-domainresources,5,1,0
Cross.table-byid-domainresources-json,5,1,0
Cross.table-byid-domainresources-xml,5,1,0
Cross.table-byid-effectevidencesyntheses,5,0,0
Cross.table-byid-effectevidencesyntheses-json,5,2,0
Cross.table-byid-effectevidencesyntheses-xml,5,2,0
Cross.table-byid-encounters,5,0,0
Cross.table-byid-encounters-json,5,1,0
Cross.table-byid-encounters-xml,5,1,0
Cross.table-byid-endpoints,5,0,0
Cross.table-byid-endpoints-json,5,0,0
Cross.table-byid-endpoints-xml,5,0,0
Cross.table-byid-enrollmentrequests,5,2,0
Cross.table-byid-enrollmentrequests-json,5,4,0
Cross.table-byid-enrollmentrequests-xml,5,4,0
Cross.table-byid-enrollmentresponses,5,1,0
Cross.table-byid-enrollmentresponses-json,5,2,0
Cross.table-byid-enrollmentresponses-xml,5,2,0
Cross.table-byid-episodeofcares,5,0,0
Cross.table-byid-episodeofcares-json,5,1,0
Cross.table-byid-episodeofcares-xml,5,4,0
Cross.table-byid-eventdefinitions,5,0,0
Cross.table-byid-eventdefinitions-json,5,0,0
Cross.table-byid-eventdefinitions-xml,5,2,0
Cross.table-byid-evidences,5,0,0
Cross.table-byid-evidences-json,5,0,0
Cross.table-byid-evidences-xml,5,2,0
Cross.table-byid-evidencevariables,5,1,0
Cross.table-byid-evidencevariables-json,5,1,0
Cross.table-byid-evidencevariables-xml,5,2,0
Cross.table-byid-examplescenarios,5,0,0
Cross.table-byid-examplescenarios-json,5,0,0
Cross.table-byid-examplescenarios-xml,5,3,0
Cross.table-byid-explanationofbenefits,5,0,0
Cross.table-byid-explanationofbenefits-json,5,2,0
Cross.table-byid-explanationofbenefits-xml,5,3,0
Cross.table-byid-familymemberhistories,5,0,0
Cross.table-byid-familymemberhistories-json,5,2,0
Cross.table-byid-familymemberhistories-xml,5,2,0
Cross.table-byid-flags,5,1,0
Cross.table-byid-flags-json,5,1,0
Cross.table-byid-flags-xml,5,3,0
Cross.table-byid-goals,5,0,0
Cross.table-byid-goals-json,5,2,0
Cross.table-byid-goals-xml,5,3,0
Cross.table-byid-graphdefinitions,5,0,0
Cross.table-byid-graphdefinitions-json,5,2,0
Cross.table-byid-graphdefinitions-xml,5,2,0
Cross.table-byid-groups,5,1,0
Cross.table-byid-groups-json,5,1,0
Cross.table-byid-groups-xml,5,2,0
Cross.table-byid-guidanceresponses,5,0,0
Cross.table-byid-guidanceresponses-json,5,0,0
Cross.table-byid-guidanceresponses-xml,5,0,0
Cross.table-byid-healthcareservices,5,0,0
Cross.table-byid-healthcareservices-json,5,0,0
Cross.table-byid-healthcareservices-xml,5,0,0
Cross.table-byid-imagingstudies,5,0,0
Cross.table-byid-imagingstudies-json,5,1,0
Cross.table-byid-imagingstudies-xml,5,2,0
Cross.table-byid-immunizationevaluations,5,1,0
Cross.table-byid-immunizationevaluations-json,5,2,0
Cross.table-byid-immunizationevaluations-xml,5,3,0
Cross.table-byid-immunizationrecommendations,5,0,0
Cross.table-byid-immunizationrecommendations-json,5,0,0
Cross.table-byid-immunizationrecommendations-xml,5,3,0
Cross.table-byid-immunizations,5,3,0
Cross.table-byid-immunizations-json,5,3,0
Cross.table-byid-immunizations-xml,5,3,0
Cross.table-byid-implementationguides,5,1,440
Cross.table-byid-implementationguides-json,5,2,465
Cross.table-byid-implementationguides-xml,5,2,460
Cross.table-byid-insuranceplans,5,2,0
Cross.table-byid-insuranceplans-json,5,3,0
Cross.table-byid-insuranceplans-xml,5,3,0
Cross.table-byid-invoices,5,0,0
Cross.table-byid-invoices-json,5,0,0
Cross.table-byid-invoices-xml,5,2,0
Cross.table-byid-libraries,5,0,0
Cross.table-byid-libraries-json,5,1,0
Cross.table-byid-libraries-xml,5,1,0
Cross.table-byid-linkages,5,0,0
Cross.table-byid-linkages-json,5,1,0
Cross.table-byid-linkages-xml,5,3,0
Cross.table-byid-lists,5,0,0
Cross.table-byid-lists-json,5,2,0
Cross.table-byid-lists-xml,5,3,0
Cross.table-byid-locations,5,0,0
Cross.table-byid-locations-json,5,1,0
Cross.table-byid-locations-xml,5,3,0
Cross.table-byid-measurereports,5,0,0
Cross.table-byid-measurereports-json,5,2,0
Cross.table-byid-measurereports-xml,5,2,0
Cross.table-byid-measures,5,0,0
Cross.table-byid-measures-json,5,0,0
Cross.table-byid-measures-xml,5,0,0
Cross.table-byid-media,5,0,0
Cross.table-byid-media-json,5,2,0
Cross.table-byid-media-xml,5,2,0
Cross.table-byid-medicationadministrations,5,0,0
Cross.table-byid-medicationadministrations-json,5,1,0
Cross.table-byid-medicationadministrations-xml,5,1,0
Cross.table-byid-medicationdispenses,5,2,0
Cross.table-byid-medicationdispenses-json,5,2,0
Cross.table-byid-medicationdispenses-xml,5,3,0
Cross.table-byid-medicationknowledges,5,0,0
Cross.table-byid-medicationknowledges-json,5,2,0
Cross.table-byid-medicationknowledges-xml,5,3,0
Cross.table-byid-medicationrequests,5,0,0
Cross.table-byid-medicationrequests-json,5,0,0
Cross.table-byid-medicationrequests-xml,5,2,0
Cross.table-byid-medications,5,0,0
Cross.table-byid-medications-json,5,1,0
Cross.table-byid-medications-xml,5,2,0
Cross.table-byid-medicationstatements,5,1,0
Cross.table-byid-medicationstatements-json,5,2,0
Cross.table-byid-medicationstatements-xml,5,2,0
Cross.table-byid-medicinalproductauthorizations,5,1,0
Cross.table-byid-medicinalproductauthorizations-json,5,3,0
Cross.table-byid-medicinalproductauthorizations-xml,5,4,0
Cross.table-byid-medicinalproductcontraindications,5,1,0
Cross.table-byid-medicinalproductcontraindications-json,5,1,0
Cross.table-byid-medicinalproductcontraindications-xml,5,4,0
Cross.table-byid-medicinalproductindications,5,2,0
Cross.table-byid-medicinalproductindications-json,5,3,0
Cross.table-byid-medicinalproductindications-xml,5,3,0
Cross.table-byid-medicinalproductingredients,5,1,0
Cross.table-byid-medicinalproductingredients-json,5,1,0
Cross.table-byid-medicinalproductingredients-xml,5,2,0
Cross.table-byid-medicinalproductinteractions,5,1,0
Cross.table-byid-medicinalproductinteractions-json,5,2,0
Cross.table-byid-medicinalproductinteractions-xml,5,3,0
Cross.table-byid-medicinalproductmanufactureds,5,0,0
Cross.table-byid-medicinalproductmanufactureds-json,5,0,0
Cross.table-byid-medicinalproductmanufactureds-xml,5,2,0
Cross.table-byid-medicinalproductpackageds,5,0,0
Cross.table-byid-medicinalproductpackageds-json,5,0,0
Cross.table-byid-medicinalproductpackageds-xml,5,0,0
Cross.table-byid-medicinalproductpharmaceuticals,5,3,0
Cross.table-byid-medicinalproductpharmaceuticals-json,5,3,0
Cross.table-byid-medicinalproductpharmaceuticals-xml,5,4,0
Cross.table-byid-medicinalproducts,5,0,0
Cross.table-byid-medicinalproducts-json,5,1,0
Cross.table-byid-medicinalproducts-xml,5,2,0
Cross.table-byid-medicinalproductundesirableeffects,5,1,0
Cross.table-byid-medicinalproductundesirableeffects-json,5,1,0
Cross.table-byid-medicinalproductundesirableeffects-xml,5,1,0
Cross.table-byid-messagedefinitions,5,1,0
Cross.table-byid-messagedefinitions-json,5,1,0
Cross.table-byid-messagedefinitions-xml,5,1,0
Cross.table-byid-messageheaders,5,0,0
Cross.table-byid-messageheaders-json,5,2,0
Cross.table-byid-messageheaders-xml,5,3,0
Cross.table-byid-molecularsequences,5,0,0
Cross.table-byid-molecularsequences-json,5,0,0
Cross.table-byid-molecularsequences-xml,5,1,0
Cross.table-byid-namingsystems,5,1,0
Cross.table-byid-namingsystems-json,5,3,0
Cross.table-byid-namingsystems-xml,5,3,0
Cross.table-byid-nutritionorders,5,0,0
Cross.table-byid-nutritionorders-json,5,1,0
Cross.table-byid-nutritionorders-xml,5,2,0
Cross.table-byid-observationdefinitions,5,2,0
Cross.table-byid-observationdefinitions-json,5,3,0
Cross.table-byid-observationdefinitions-xml,5,4,0
Cross.table-byid-observations,5,2,0
Cross.table-byid-observations-json,5,2,0
Cross.table-byid-observations-xml,5,4,0
Cross.table-byid-operationdefinitions,5,1,0
Cross.table-byid-operationdefinitions-json,5,1,0
Cross.table-byid-operationdefinitions-xml,5,1,0
Cross.table-byid-operationoutcomes,5,0,0
Cross.table-byid-operationoutcomes-json,5,1,0
Cross.table-byid-operationoutcomes-xml,5,2,0
Cross.table-byid-organizationaffiliations,5,0,0
Cross.table-byid-organizationaffiliations-json,5,1,0
Cross.table-byid-organizationaffiliations-xml,5,3,0
Cross.table-byid-organizations,5,0,0
Cross.table-byid-organizations-json,5,2,0
Cross.table-byid-organizations-xml,5,3,0
Cross.table-byid-parameters,5,0,0
Cross.table-byid-parameters-json,5,0,0
Cross.table-byid-parameters-xml,5,1,0
Cross.table-byid-patients,5,0,660
Cross.table-byid-patients-json,5,1,685
